,body_title,Tags
10,"['need', 'test', 'serial', 'port', 'application', 'linux', 'however', 'test', 'machine', 'ha', 'one', 'serial', 'port', 'way', 'add', 'virtual', 'serial', 'port', 'linux', 'test', 'application', 'emulating', 'device', 'script', 'note', 'cannot', 'remap', 'port', 'hard', 'coded', 'ttys', 'need', 'test', 'application', 'written', 'virtual', 'serial', 'port', 'linux']",['linux']
11,"['doe', 'operator', 'c', 'doe', 'comma', 'operator']",[]
12,"['available', 'library', 'creating', 'pretty', 'chart', 'graph', 'python', 'application', 'pretty', 'graph', 'chart', 'python']",['python']
13,"['simple', 'question', 'order', 'id', 'descending', 'laravel', 'relevant', 'part', 'controller', 'look', 'like', 'post', 'thispostall', 'understand', 'use', 'line', 'orderbyid', 'desc', 'doe', 'fit', 'code', 'laravel', 'order', 'using', 'eloquent', 'orm']",['php']
14,"['discard', 'change', 'working', 'copy', 'index', 'discard', 'unstaged', 'change', 'git']",['git']
15,"['using', 'jquery', 'v', 'live', 'method', 'apparently', 'deprecated', 'problem', 'dynamically', 'loading', 'html', 'element', 'using', '#parentloadhttp', 'try', 'add', 'click', 'event', 'afterwards', 'doe', 'register', 'event', 'using', 'either', 'method', '#parentclickfunction', 'according', 'documentation', 'used', 'instead', 'live', '#childonclick', 'function', 'correct', 'way', 'achieve', 'functionality', 'seems', 'work', 'live', 'using', 'method', 'note', '#child', 'dynamically', 'loaded', 'element', 'thanks', 'jquery', 'live', 'v', 'method', 'adding', 'click', 'event', 'loading', 'dynamic', 'html']","['javascript', 'jquery']"
16,"['way', 'get', 'path', 'assembly', 'current', 'code', 'resides', 'want', 'path', 'calling', 'assembly', 'one', 'containing', 'code', 'basically', 'unit', 'test', 'need', 'read', 'xml', 'test', 'file', 'located', 'relative', 'dll', 'want', 'path', 'always', 'resolve', 'correctly', 'regardless', 'whether', 'testing', 'dll', 'run', 'testdrivennet', 'mbunit', 'gui', 'something', 'else', 'edit', 'people', 'seem', 'misunderstanding', 'I', 'asking', 'test', 'library', 'located', 'say', 'cprojectsmyapplicationdaotestsbindebugdaotestsdll', 'would', 'like', 'get', 'path', 'cprojectsmyapplicationdaotestsbindebug', 'three', 'suggestion', 'far', 'fail', 'run', 'mbunit', 'gui', 'environmentcurrentdirectory', 'give', 'cprogram', 'filesmbunit', 'systemreflectionassemblygetassemblytypeofdaotestslocation', 'give', 'cdocuments', 'settingsgeorgelocal', 'settingstemp', 'daotestsdll', 'systemreflectionassemblygetexecutingassemblylocation', 'give', 'previous', 'get', 'path', 'assembly', 'code']","['c_sharp', 'net']"
17,"['I', 'noticed', 'visual', 'studio', 'placing', 'square', 'bracket', 'around', 'column', 'name', 'sql', 'bracket', 'offer', 'advantage', 'hand', 'code', 'tsql', 'I', 'never', 'bothered', 'example', 'visual', 'studio', 'select', 'column', 'column', 'etc', 'way', 'select', 'column', 'column', 'etc', 'use', 'square', 'bracket', 'sql', 'statement']",['sqlserver']
18,"['I', 'sure', 'going', 'sometimes', 'particular', 'file', 'repository', 'change', 'case', 'name', 'eg', 'fileh', 'fileh', 'really', 'care', 'happening', 'cause', 'git', 'think', 'new', 'file', 'go', 'change', 'file', 'name', 'back', 'make', 'git', 'ignore', 'case', 'change', 'edit', 'suspect', 'visual', 'studio', 'something', 'weird', 'particular', 'file', 'seems', 'happen', 'often', 'open', 'save', 'change', 'way', 'fix', 'bug', 'v', 'however', 'git', 'bit', 'capable', 'hope', 'make', 'git', 'ignore', 'change', 'case']","['window', 'git']"
19,"['possible', 'take', 'screenshot', 'webpage', 'javascript', 'submit', 'back', 'server', 'I', 'concerned', 'browser', 'security', 'issue', 'etc', 'implementation', 'would', 'hta', 'possible', 'take', 'screenshot', 'webpage', 'javascript']",['javascript']
20,"['ruby', 'rail', 'development', 'mvc', 'general', 'quick', 'rule', 'follow', 'put', 'logic', 'please', 'answer', 'affirmative', 'put', 'rather', 'put', 'rail', 'model', 'view', 'controller', 'helper', 'go']","['rubyonrails', 'ruby']"
21,"['fairly', 'new', 'emacs', 'trying', 'figure', 'change', 'default', 'folder', 'cx', 'cf', 'startup', 'instance', 'first', 'load', 'emacs', 'hit', 'cx', 'cf', 'default', 'folder', 'cemacsemacsbin', 'would', 'rather', 'desktop', 'believe', 'way', 'customize', 'emacs', 'file', 'still', 'unsure', 'update', 'three', 'solution', 'problem', 'found', 'work', 'however', 'believe', 'solution', 'window', 'solution', 'add', 'cd', 'cusersnamedesktop', 'emacs', 'file', 'solution', 'add', 'setq', 'defaultdirectory', 'cdocuments', 'settingsusernamedesktop', 'emacs', 'file', 'solution', 'right', 'click', 'emacs', 'short', 'cut', 'hit', 'property', 'change', 'start', 'field', 'desired', 'directory', 'changing', 'default', 'folder', 'emacs']",[]
22,"['backgrounder', 'pimpl', 'idiom', 'pointer', 'implementation', 'technique', 'implementation', 'hiding', 'public', 'class', 'wrap', 'structure', 'class', 'cannot', 'seen', 'outside', 'library', 'public', 'class', 'part', 'hide', 'internal', 'implementation', 'detail', 'data', 'user', 'library', 'implementing', 'idiom', 'would', 'place', 'public', 'method', 'pimpl', 'class', 'public', 'class', 'since', 'public', 'class', 'method', 'implementation', 'would', 'compiled', 'library', 'user', 'ha', 'header', 'file', 'illustrate', 'code', 'put', 'purr', 'implementation', 'impl', 'class', 'wrap', 'well', 'implement', 'purr', 'directly', 'public', 'class', 'header', 'file', 'class', 'cat', 'private', 'class', 'catimpl', 'defined', 'catimpl', 'cat', 'handle', 'public', 'cat', 'constructor', 'cat', 'destructor', 'operation', 'purr', 'cpp', 'file', '#include', 'cath', 'class', 'catcatimpl', 'purr', 'actual', 'implementation', 'anything', 'catcat', 'cat', 'new', 'catimpl', 'catcat', 'delete', 'cat', 'catpurr', 'catpurr', 'catimplpurr', 'printfpurrrrrr', 'pimpl', 'idiom', 'used']",['c_plus_plus']
23,"['using', 'c#', 'net', 'composite', 'data', 'class', 'doe', 'serializable', 'attribute', 'creating', 'xmlserializer', 'class', 'passing', 'constructor', 'xmlserializer', 'serializer', 'new', 'xmlserializertypeofdataclass', 'getting', 'exception', 'saying', 'wa', 'error', 'reflecting', 'type', 'inside', 'data', 'class', 'another', 'composite', 'object', 'doe', 'also', 'need', 'serializable', 'attribute', 'top', 'object', 'doe', 'recursively', 'apply', 'object', 'inside', 'xmlserializer', 'wa', 'error', 'reflecting', 'type']","['c_sharp', 'net', 'net']"
24,"['I', 'unable', 'find', 'filereadline', 'function', 'go', 'figure', 'quickly', 'write', 'one', 'wondering', 'I', 'overlooking', 'something', 'doe', 'one', 'read', 'file', 'line', 'line', 'reading', 'file', 'line', 'line', 'go']",['string']
25,"['hard', 'java', 'want', 'kind', 'module', 'system', 'need', 'able', 'load', 'jar', 'file', 'dynamically', 'I', 'told', 'way', 'writing', 'classloader', 'lot', 'work', 'something', 'mind', 'least', 'easy', 'calling', 'method', 'jar', 'file', 'argument', 'suggestion', 'simple', 'code', 'doe', 'load', 'jar', 'file', 'dynamically', 'runtime']",['java']
26,"['split', 'long', 'command', 'multiple', 'line', 'batch', 'file', 'split', 'long', 'command', 'multiple', 'line', 'window', 'batch', 'file']",[]
27,"['open', 'cmd', 'window', 'specific', 'location', 'without', 'navigate', 'way', 'directory', 'want', 'open', 'cmd', 'window', 'specific', 'location']",['window']
28,"['hidden', 'feature', 'javascript', 'think', 'every', 'programmer', 'know', 'seen', 'excellent', 'quality', 'answer', 'following', 'question', 'thought', 'wa', 'time', 'ask', 'javascript', 'hidden', 'feature', 'html', 'hidden', 'feature', 'cs', 'hidden', 'feature', 'php', 'hidden', 'feature', 'aspnet', 'hidden', 'feature', 'c#', 'hidden', 'feature', 'java', 'hidden', 'feature', 'python', 'even', 'though', 'javascript', 'arguably', 'important', 'client', 'side', 'language', 'right', 'ask', 'google', 'surprising', 'little', 'web', 'developer', 'appreciate', 'powerful', 'really', 'hidden', 'feature', 'javascript']",['javascript']
29,"['find', 'working', 'command', 'line', 'window', 'frustrating', 'primarily', 'console', 'window', 'wretched', 'use', 'compared', 'terminal', 'application', 'linux', 'x', 'rxvt', 'xterm', 'terminal', 'major', 'complaint', 'standard', 'copypaste', 'turn', 'mark', 'mode', 'available', 'multilevel', 'popup', 'triggered', 'small', 'left', 'hand', 'corner', 'button', 'copy', 'paste', 'need', 'invoked', 'menu', 'cannot', 'arbitrarily', 'resize', 'window', 'dragging', 'need', 'set', 'preference', 'back', 'multilevel', 'popup', 'time', 'want', 'resize', 'window', 'make', 'window', 'big', 'horizontal', 'scroll', 'bar', 'enter', 'picture', 'horizontal', 'scroll', 'bar', 'suck', 'cmdexe', 'cannot', 'navigate', 'folder', 'netpath', 'notation', 'unc', 'need', 'map', 'network', 'drive', 'suck', 'working', 'multiple', 'machine', 'going', 'different', 'drive', 'mapped', 'trick', 'application', 'paid', 'otherwise', 'address', 'issue', 'better', 'window', 'console', 'window']",['window']
30,"['read', 'thread', 'sqlcommanddispose', 'enough', 'closing', 'disposing', 'wcf', 'service', 'wondering', 'class', 'sqlconnection', 'one', 'several', 'class', 'inheriting', 'stream', 'class', 'doe', 'matter', 'close', 'dispose', 'rather', 'close', 'close', 'dispose', 'call']",['net']
31,"['suppose', 'two', 'stack', 'temporary', 'variable', 'possible', 'construct', 'queue', 'data', 'structure', 'using', 'two', 'stack', 'implement', 'queue', 'using', 'two', 'stack']",[]
32,"['biggest', 'pro', 'con', 'apache', 'thrift', 'v', 'google', 'protocol', 'buffer', 'biggest', 'difference', 'thrift', 'v', 'protocol', 'buffer']",[]
33,"['suspect', 'one', 'application', 'eats', 'cpu', 'cycle', 'want', 'problem', 'happens', 'burst', 'looking', 'task', 'manager', 'doe', 'help', 'show', 'immediate', 'usage', 'way', 'window', 'track', 'history', 'cpu', 'memory', 'usage', 'process', 'eg', 'start', 'tracking', 'firefox', 'hour', 'see', 'graph', 'cpu', 'memory', 'usage', 'hour', 'I', 'looking', 'either', 'readymade', 'tool', 'programmatic', 'way', 'achieve', 'tracking', 'cpu', 'memory', 'usage', 'per', 'process']",['window']
34,"['I', 'building', 'html', 'ui', 'text', 'element', 'tab', 'name', 'look', 'bad', 'selected', 'unfortunately', 'easy', 'user', 'doubleclick', 'tab', 'name', 'selects', 'default', 'many', 'browser', 'might', 'able', 'solve', 'javascript', 'trick', 'id', 'like', 'see', 'answer', 'I', 'really', 'hoping', 'something', 'csshtml', 'directly', 'work', 'across', 'browser', 'way', 'make', 'text', 'unselectable', 'html', 'page']","['javascript', 'html', 'cs']"
35,"['run', 'firebase', 'deploy', 'function', 'read', 'indexjs', 'file', 'update', 'function', 'exported', 'file', 'previous', 'deploy', 'wa', 'function', 'named', 'current', 'deploy', 'function', 'deleted', 'word', 'effect', 'existing', 'function', 'deleted', 'function', 'current', 'indexjs', 'file', 'added', 'possible', 'addupdatedelete', 'individual', 'function', 'deploy', 'function', 'cloud', 'function', 'firebase', 'without', 'affecting', 'function']",[]
36,"['admit', 'always', 'forgot', 'syntactical', 'intracacies', 'naming', 'pattern', 'nant', 'eg', 'used', 'filesets', 'double', 'asterisksingle', 'asterisk', 'stuff', 'seems', 'forgettable', 'mind', 'someone', 'provide', 'definitive', 'guide', 'naming', 'pattern', 'use', 'nantant', 'naming', 'pattern']",[]
37,"['good', 'idea', 'use', 'factory', 'method', 'within', 'object', 'instead', 'factory', 'class', 'factory', 'pattern', 'use', 'factory', 'method']",[]
38,"['long', 'log', 'file', 'possible', 'ask', 'grep', 'search', 'first', 'line', 'grep', 'first', 'n', 'line', 'file']",['bash']
39,"['reason', 'browser', 'correctly', 'recognize', 'script', 'srcfoobarjs', 'selfclosing', 'script', 'element', 'recognized', 'script', 'srcfoobarjsscript', 'doe', 'break', 'concept', 'xhtml', 'support', 'note', 'statement', 'correct', 'least', 'ie', 'beta', 'selfclosing', 'script', 'element', 'work']","['javascript', 'html']"
40,"['I', 'unsuccessful', 'getting', 'emacs', 'switch', 'space', 'tab', 'space', 'tab', 'pressing', 'tab', 'buffer', 'major', 'mode', 'textmode', 'I', 'added', 'following', 'emacs', 'setqdefault', 'indenttabsmode', 'nil', 'setqdefault', 'tabwidth', 'tried', 'setq', 'indenttabsmode', 'nil', 'setq', 'tabwidth', 'matter', 'change', 'emacs', 'file', 'buffer', 'local', 'variable', 'tab', 'button', 'always', 'doe', 'thing', 'text', 'indent', 'space', 'text', 'previous', 'line', 'indent', 'beginning', 'second', 'word', 'much', 'love', 'emacs', 'getting', 'annoying', 'way', 'make', 'emacs', 'least', 'indent', 'space', 'text', 'previous', 'line', 'set', 'space', 'indent', 'emacs', 'text', 'mode']",[]
41,"['way', 'know', 'I', 'compiling', 'specific', 'microsoft', 'visual', 'studio', 'version', 'detect', 'I', 'compiling', 'code', 'particular', 'visual', 'studio', 'version']","['c_plus_plus', 'visualstudio']"
42,"['read', 'one', 'way', 'obtain', 'unique', 'filename', 'temp', 'file', 'wa', 'use', 'double', 'dollar', 'sign', 'doe', 'produce', 'number', 'varies', 'time', 'time', 'call', 'repeatedly', 'return', 'number', 'solution', 'use', 'time', 'curious', 'know', 'actually', 'would', 'suggested', 'way', 'generate', 'unique', 'filename', 'doe', 'mean']",[]
43,"['doe', 'anyone', 'know', 'resource', 'talk', 'best', 'practice', 'design', 'pattern', 'script', 'sh', 'bash', 'etc', 'design', 'pattern', 'best', 'practice', 'script']",['bash']
44,"['want', 'something', 'like', 'myobject', 'myobj', 'getmyobj', 'create', 'fill', 'new', 'object', 'myobject', 'newobj', 'myobjclone', 'make', 'change', 'new', 'object', 'reflected', 'original', 'object', 'often', 'need', 'functionality', 'necessary', 'I', 'resorted', 'creating', 'new', 'object', 'copying', 'property', 'individually', 'always', 'leaf', 'feeling', 'better', 'elegant', 'way', 'handling', 'situation', 'clone', 'deep', 'copy', 'object', 'cloned', 'object', 'modified', 'without', 'change', 'reflected', 'original', 'object', 'deep', 'cloning', 'object']","['c_sharp', 'net']"
45,"['way', 'passing', 'data', 'master', 'page', 'using', 'aspnet', 'mvc', 'without', 'breaking', 'mvc', 'rule', 'personally', 'prefer', 'code', 'abstract', 'controller', 'base', 'controller', 'base', 'class', 'passed', 'view', 'passing', 'data', 'master', 'page', 'aspnet', 'mvc']","['c_sharp', 'net', 'aspnet', 'aspnetmvc']"
46,"['given', 'memorystream', 'know', 'ha', 'populated', 'string', 'get', 'string', 'back', 'get', 'string', 'memorystream']","['net', 'string']"
47,"['ago', 'started', 'project', 'designed', 'htmlesque', 'xml', 'schema', 'author', 'could', 'write', 'content', 'educational', 'course', 'material', 'simplified', 'format', 'would', 'transformed', 'html', 'via', 'xslt', 'played', 'around', 'struggled', 'got', 'basic', 'level', 'wa', 'annoyed', 'limitation', 'wa', 'encountering', 'may', 'well', 'limitation', 'knowledge', 'read', 'blog', 'suggesting', 'ditch', 'xslt', 'write', 'xmltowhatever', 'parser', 'language', 'choice', 'eagerly', 'jumped', 'onto', 'worked', 'brilliantly', 'I', 'still', 'working', 'day', 'I', 'actually', 'supposed', 'working', 'right', 'instead', 'playing', 'seeing', 'thing', 'make', 'think', 'decision', 'ditch', 'xslt', 'wa', 'good', 'one', 'know', 'xslt', 'ha', 'place', 'accepted', 'standard', 'everyone', 'writing', 'interpreter', 'end', 'thedailywtf', 'given', 'functional', 'style', 'language', 'instead', 'procedural', 'style', 'programmer', 'familiar', 'someone', 'embarking', 'project', 'would', 'recommend', 'go', 'path', 'stick', 'xslt', 'xslt', 'worth']",['html']
48,"['following', 'html', 'select', 'element', 'select', 'idleavecode', 'nameleavecode', 'option', 'valueannual', 'leaveoption', 'option', 'valuemedical', 'leaveoption', 'option', 'valuelong', 'serviceoption', 'option', 'valueleave', 'without', 'payoption', 'select', 'using', 'javascript', 'function', 'leavecode', 'number', 'parameter', 'select', 'appropriate', 'option', 'list', 'programmatically', 'set', 'value', 'select', 'box', 'element', 'using', 'javascript']","['javascript', 'html']"
49,"['I', 'talking', 'nested', 'class', 'essentially', 'two', 'class', 'I', 'modeling', 'downloadmanager', 'class', 'downloadthread', 'class', 'obvious', 'oop', 'concept', 'composition', 'however', 'composition', 'doe', 'necessarily', 'mean', 'nesting', 'right', 'code', 'look', 'something', 'like', 'class', 'downloadthread', 'def', 'fooself', 'pas', 'class', 'downloadmanager', 'def', 'initself', 'dwldthreads', 'def', 'createnewthread', 'dwldthreadsappenddownloadthread', 'I', 'wondering', 'situation', 'nesting', 'would', 'better', 'something', 'like', 'class', 'downloadmanager', 'class', 'downloadthread', 'def', 'fooself', 'pas', 'def', 'initself', 'dwldthreads', 'def', 'createnewthread', 'dwldthreadsappenddownloadmanagerdownloadthread', 'benefit', 'defining', 'class', 'inside', 'another', 'class', 'python']",['python']
50,"['briefly', 'doe', 'anyone', 'know', 'gui', 'gdb', 'brings', 'par', 'close', 'feature', 'set', 'get', 'recent', 'version', 'visual', 'c++', 'detail', 'someone', 'ha', 'spent', 'lot', 'time', 'programming', 'window', 'one', 'larger', 'stumbling', 'block', 'I', 'found', 'whenever', 'code', 'c++', 'linux', 'debugging', 'anything', 'using', 'commandline', 'gdb', 'take', 'several', 'time', 'longer', 'doe', 'visual', 'studio', 'doe', 'seem', 'getting', 'better', 'practice', 'thing', 'easier', 'faster', 'express', 'graphically', 'specifically', 'I', 'looking', 'gui', 'handle', 'basic', 'like', 'stepping', 'code', 'watch', 'variable', 'breakpoints', 'understands', 'display', 'content', 'complex', 'nested', 'c++', 'data', 'type', 'doe', 'get', 'confused', 'preferably', 'intelligently', 'step', 'templated', 'code', 'data', 'structure', 'displaying', 'relevant', 'information', 'parameter', 'type', 'handle', 'threaded', 'application', 'switch', 'different', 'thread', 'step', 'view', 'state', 'handle', 'attaching', 'alreadystarted', 'process', 'reading', 'core', 'dump', 'addition', 'starting', 'program', 'gdb', 'program', 'doe', 'exist', 'id', 'like', 'hear', 'experience', 'people', 'program', 'meet', 'least', 'bullet', 'point', 'doe', 'anyone', 'recommendation', 'edit', 'listing', 'possibility', 'great', 'ill', 'take', 'get', 'would', 'even', 'helpful', 'could', 'include', 'response', 'whether', 'actually', 'used', 'gui', 'positivenegative', 'feedback', 'b', 'know', 'abovementioned', 'feature', 'arearent', 'supported', 'list', 'easy', 'come', 'site', 'like', 'great', 'get', 'idea', 'people', 'personal', 'experience', 'application', 'c++', 'gdb', 'gui', 'linux']","['c_plus_plus', 'linux']"
